mentee_id,priority_skills,priority_domain,priority_exp,priority_rating,w_skills,w_domain,w_exp,w_rating
mentee_f5142732,3,2,5,1,0.2636,0.2091,0.3727,0.1545
mentee_626b6da1,2,1,5,1,0.2333,0.1667,0.4333,0.1667
mentee_bdac0c6b,5,2,3,5,0.3,0.18,0.22,0.3
mentee_d68bbae6,4,4,2,2,0.3,0.3,0.2,0.2
mentee_bd8ed3b6,1,2,5,1,0.1667,0.2333,0.4333,0.1667
mentee_aa92e59a,1,1,3,2,0.1857,0.1857,0.3571,0.2714
mentee_2885364f,5,1,4,5,0.3,0.14,0.26,0.3
mentee_2bbd4a6b,3,2,2,5,0.25,0.2,0.2,0.35
mentee_f43f8dbd,2,2,1,3,0.25,0.25,0.175,0.325
mentee_607eca28,2,3,5,1,0.2091,0.2636,0.3727,0.1545
mentee_03ef70ea,5,5,1,4,0.3,0.3,0.14,0.26
mentee_42ab5dc3,2,2,1,4,0.2333,0.2333,0.1667,0.3667
mentee_73819be7,2,2,2,5,0.2091,0.2091,0.2091,0.3727
mentee_ad9d4056,3,5,3,4,0.22,0.3,0.22,0.26
mentee_e2d2ce73,2,4,2,1,0.2333,0.3667,0.2333,0.1667
mentee_66b5d638,2,2,5,1,0.22,0.22,0.4,0.16
mentee_1ed6ee6a,1,4,2,1,0.175,0.4,0.25,0.175
mentee_ed70a808,3,4,5,4,0.2125,0.25,0.2875,0.25
mentee_68aa707a,4,5,5,4,0.2333,0.2667,0.2667,0.2333
mentee_2825c372,5,4,5,3,0.2765,0.2412,0.2765,0.2059
mentee_e745d2a8,5,5,4,3,0.2765,0.2765,0.2412,0.2059
mentee_57aca1f7,5,4,2,5,0.2875,0.25,0.175,0.2875
mentee_c9efedb6,4,2,1,2,0.3667,0.2333,0.1667,0.2333
mentee_73d1c111,1,5,3,3,0.15,0.35,0.25,0.25
mentee_3572beab,1,5,4,4,0.1429,0.3143,0.2714,0.2714
mentee_ae168fe9,4,3,3,1,0.3182,0.2636,0.2636,0.1545
mentee_be5763a6,3,4,2,1,0.28,0.34,0.22,0.16
mentee_0894d98a,2,4,2,4,0.2,0.3,0.2,0.3
mentee_513f2595,5,2,3,4,0.3143,0.1857,0.2286,0.2714
mentee_73c540ca,2,2,1,2,0.2714,0.2714,0.1857,0.2714
mentee_4c52e4d8,4,3,4,4,0.26,0.22,0.26,0.26
mentee_8e346255,4,4,3,2,0.2846,0.2846,0.2385,0.1923
mentee_39ea3bd6,4,2,4,1,0.3182,0.2091,0.3182,0.1545
mentee_c8c34c65,2,2,1,3,0.25,0.25,0.175,0.325
mentee_2e2a61a3,3,1,3,4,0.2636,0.1545,0.2636,0.3182
mentee_518ad310,4,4,1,5,0.2714,0.2714,0.1429,0.3143
mentee_8a3b21c3,3,3,5,5,0.2125,0.2125,0.2875,0.2875
mentee_97dcf569,4,1,4,1,0.34,0.16,0.34,0.16
mentee_ba3106f8,3,3,2,3,0.2636,0.2636,0.2091,0.2636
mentee_763903e0,5,2,1,1,0.4333,0.2333,0.1667,0.1667
mentee_444f7667,2,5,3,1,0.2091,0.3727,0.2636,0.1545
mentee_40618819,1,5,2,5,0.1462,0.3308,0.1923,0.3308
mentee_eb7b18e6,3,1,4,4,0.25,0.15,0.3,0.3
mentee_5e5a5a89,3,5,4,3,0.22,0.3,0.26,0.22
mentee_0949e681,5,3,3,3,0.3143,0.2286,0.2286,0.2286
mentee_8135e4f6,1,5,5,1,0.15,0.35,0.35,0.15
mentee_26f8df6c,4,4,4,5,0.2412,0.2412,0.2412,0.2765
mentee_2230990d,1,5,5,5,0.1375,0.2875,0.2875,0.2875
mentee_9de933ce,1,2,4,3,0.16,0.22,0.34,0.28
mentee_afd36fc7,4,3,2,2,0.3182,0.2636,0.2091,0.2091
mentee_142dbe3c,2,1,5,4,0.2,0.15,0.35,0.3
mentee_c6bf2ee0,3,4,2,1,0.28,0.34,0.22,0.16
mentee_a9472634,1,3,1,2,0.1857,0.3571,0.1857,0.2714
mentee_654fcf47,2,4,5,2,0.1923,0.2846,0.3308,0.1923
mentee_d1c0c241,4,2,4,5,0.26,0.18,0.26,0.3
mentee_9539828a,5,3,2,1,0.3727,0.2636,0.2091,0.1545
mentee_35c52c1f,1,2,1,3,0.1857,0.2714,0.1857,0.3571
mentee_725fa7b3,4,1,2,4,0.3182,0.1545,0.2091,0.3182
mentee_ddf2a6d8,2,4,1,1,0.25,0.4,0.175,0.175
mentee_3b1ae598,4,3,5,3,0.26,0.22,0.3,0.22
mentee_ecb45466,4,3,5,5,0.2412,0.2059,0.2765,0.2765
mentee_66727ad7,5,3,3,5,0.2875,0.2125,0.2125,0.2875
mentee_7603c2c0,2,5,5,3,0.18,0.3,0.3,0.22
mentee_f45b06bd,5,2,2,1,0.4,0.22,0.22,0.16
mentee_3e5c86ae,4,4,3,3,0.2714,0.2714,0.2286,0.2286
mentee_706b87cc,5,3,4,4,0.2875,0.2125,0.25,0.25
mentee_9ed0c9ef,1,5,3,3,0.15,0.35,0.25,0.25
mentee_d298eb80,1,2,5,2,0.16,0.22,0.4,0.22
mentee_0a0337a1,2,2,4,2,0.22,0.22,0.34,0.22
mentee_a2e25bda,1,5,5,3,0.1429,0.3143,0.3143,0.2286
mentee_e38c6ef0,4,4,4,5,0.2412,0.2412,0.2412,0.2765
mentee_82b4caf8,3,3,1,2,0.3,0.3,0.1667,0.2333
mentee_9e810ef5,2,5,4,1,0.2,0.35,0.3,0.15
mentee_056cd175,3,1,4,4,0.25,0.15,0.3,0.3
mentee_04a279a5,4,2,4,4,0.2714,0.1857,0.2714,0.2714
mentee_3a28c75f,1,3,3,1,0.175,0.325,0.325,0.175
mentee_1c9bab85,3,2,4,4,0.2385,0.1923,0.2846,0.2846
mentee_d1aac72e,4,5,2,4,0.26,0.3,0.18,0.26
mentee_0e7e5514,4,2,3,2,0.3182,0.2091,0.2636,0.2091
mentee_5bf31c1b,5,2,3,2,0.35,0.2,0.25,0.2
mentee_70a4830c,5,3,5,4,0.2765,0.2059,0.2765,0.2412
mentee_064ecb0f,1,1,1,1,0.25,0.25,0.25,0.25
mentee_989493f4,1,2,5,4,0.15,0.2,0.35,0.3
mentee_d6070bb6,4,1,2,1,0.4,0.175,0.25,0.175
mentee_247105b5,1,4,2,1,0.175,0.4,0.25,0.175
mentee_3f77a860,2,3,3,3,0.2091,0.2636,0.2636,0.2636
mentee_00d3a9e8,5,1,1,2,0.4333,0.1667,0.1667,0.2333
mentee_85adecdb,3,3,1,1,0.325,0.325,0.175,0.175
mentee_b7a3071c,5,1,1,5,0.35,0.15,0.15,0.35
mentee_762e8135,1,2,2,4,0.1667,0.2333,0.2333,0.3667
mentee_f9c30560,4,1,3,5,0.2846,0.1462,0.2385,0.3308
mentee_66939451,3,5,5,1,0.2286,0.3143,0.3143,0.1429
mentee_50e37bea,5,3,2,1,0.3727,0.2636,0.2091,0.1545
mentee_7ea5f483,4,5,3,2,0.2714,0.3143,0.2286,0.1857
mentee_f080d9d4,5,1,4,5,0.3,0.14,0.26,0.3
mentee_bdf41400,2,3,1,4,0.22,0.28,0.16,0.34
mentee_c29df861,3,2,4,4,0.2385,0.1923,0.2846,0.2846
mentee_ca3fbf8d,3,5,3,3,0.2286,0.3143,0.2286,0.2286
mentee_bb6b3826,4,4,2,3,0.2846,0.2846,0.1923,0.2385
mentee_fe4f7b5f,3,2,2,4,0.2636,0.2091,0.2091,0.3182
mentee_759a88fb,2,2,1,1,0.3,0.3,0.2,0.2
mentee_1a666d0b,1,5,1,2,0.1667,0.4333,0.1667,0.2333
mentee_0eb3b5c6,1,4,2,2,0.1667,0.3667,0.2333,0.2333
mentee_1c3b5f84,1,3,3,3,0.16,0.28,0.28,0.28
mentee_fca0b54e,5,2,4,4,0.3,0.18,0.26,0.26
mentee_9eafdae4,4,1,5,5,0.26,0.14,0.3,0.3
mentee_e01bef72,3,2,4,1,0.28,0.22,0.34,0.16
mentee_2d1b026f,3,2,4,2,0.2636,0.2091,0.3182,0.2091
mentee_0c1ce0bf,3,1,1,1,0.4,0.2,0.2,0.2
mentee_2b1feaaa,3,4,2,4,0.2385,0.2846,0.1923,0.2846
mentee_67aff201,4,4,3,4,0.26,0.26,0.22,0.26
mentee_2d8bff74,2,3,4,3,0.2,0.25,0.3,0.25
mentee_dfe46504,5,2,1,2,0.4,0.22,0.16,0.22
mentee_430cf7ce,3,4,1,4,0.25,0.3,0.15,0.3
mentee_31109163,3,2,1,2,0.325,0.25,0.175,0.25
mentee_4ff2dd9b,2,5,5,4,0.175,0.2875,0.2875,0.25
mentee_99609211,3,2,2,4,0.2636,0.2091,0.2091,0.3182
mentee_60295630,1,1,3,3,0.175,0.175,0.325,0.325
mentee_e324fbc4,5,3,3,1,0.35,0.25,0.25,0.15
mentee_25f4dd47,1,4,5,2,0.15,0.3,0.35,0.2
mentee_4fe9e94b,2,2,3,5,0.2,0.2,0.25,0.35
mentee_5f1e6cf1,3,5,4,5,0.2059,0.2765,0.2412,0.2765
mentee_4b908383,5,5,5,2,0.2765,0.2765,0.2765,0.1706
mentee_bfb6c09c,4,1,4,5,0.2714,0.1429,0.2714,0.3143
mentee_2af60582,5,3,5,4,0.2765,0.2059,0.2765,0.2412
mentee_0d070c35,1,3,3,1,0.175,0.325,0.325,0.175
mentee_832f06d3,4,5,1,4,0.2714,0.3143,0.1429,0.2714
mentee_3d42dcb0,4,4,5,5,0.2333,0.2333,0.2667,0.2667
mentee_7d09604d,2,3,5,2,0.2,0.25,0.35,0.2
mentee_b19f2f89,4,3,3,1,0.3182,0.2636,0.2636,0.1545
mentee_28d93b30,2,5,3,4,0.1857,0.3143,0.2286,0.2714
mentee_32f7c06a,3,1,5,2,0.2636,0.1545,0.3727,0.2091
mentee_9b9938d7,1,2,4,2,0.1667,0.2333,0.3667,0.2333
mentee_714b91f1,4,1,4,1,0.34,0.16,0.34,0.16
mentee_34acf8a5,1,3,5,5,0.1429,0.2286,0.3143,0.3143
mentee_fe4fbdde,4,1,5,3,0.2846,0.1462,0.3308,0.2385
mentee_a8d9a293,5,1,4,5,0.3,0.14,0.26,0.3
mentee_1100fe74,2,5,5,3,0.18,0.3,0.3,0.22
mentee_078c38a9,1,2,4,5,0.15,0.2,0.3,0.35
mentee_a698553d,3,2,5,2,0.25,0.2,0.35,0.2
mentee_afa414e7,1,4,1,3,0.1667,0.3667,0.1667,0.3
mentee_64354d4b,2,4,1,1,0.25,0.4,0.175,0.175
mentee_5bcdfe4b,2,3,2,3,0.22,0.28,0.22,0.28
mentee_4ab185db,3,4,2,4,0.2385,0.2846,0.1923,0.2846
mentee_e9213e5d,2,2,3,1,0.25,0.25,0.325,0.175
mentee_c63f4fc7,3,3,5,5,0.2125,0.2125,0.2875,0.2875
mentee_6620c223,1,1,2,1,0.22,0.22,0.34,0.22
mentee_b0b70c79,1,2,1,3,0.1857,0.2714,0.1857,0.3571
mentee_416ae912,2,1,4,3,0.22,0.16,0.34,0.28
mentee_fc688204,1,5,5,4,0.14,0.3,0.3,0.26
mentee_520e70fe,5,1,4,5,0.3,0.14,0.26,0.3
mentee_7b7f06f7,3,1,3,1,0.325,0.175,0.325,0.175
mentee_e1173903,3,2,4,2,0.2636,0.2091,0.3182,0.2091
mentee_fccc9284,5,3,1,5,0.3143,0.2286,0.1429,0.3143
mentee_87ac672e,1,1,2,2,0.2,0.2,0.3,0.3
mentee_4f1d1677,3,2,5,5,0.22,0.18,0.3,0.3
mentee_47908ff7,2,4,3,1,0.22,0.34,0.28,0.16
mentee_48887c53,3,4,4,1,0.25,0.3,0.3,0.15
mentee_b0e46abf,5,4,2,2,0.3308,0.2846,0.1923,0.1923
mentee_2b6b6704,2,5,4,5,0.175,0.2875,0.25,0.2875
mentee_db629645,1,2,4,5,0.15,0.2,0.3,0.35
mentee_47862cdd,4,4,3,3,0.2714,0.2714,0.2286,0.2286
mentee_96b5a0c0,2,1,1,4,0.25,0.175,0.175,0.4
mentee_fb8435a8,2,1,5,3,0.2091,0.1545,0.3727,0.2636
mentee_8160cf1b,1,3,3,4,0.1545,0.2636,0.2636,0.3182
mentee_62d911b2,1,3,4,1,0.1667,0.3,0.3667,0.1667
mentee_d5ae9867,2,1,5,5,0.1923,0.1462,0.3308,0.3308
mentee_83d9bfc8,5,1,5,2,0.3308,0.1462,0.3308,0.1923
mentee_2154bc9c,4,4,5,5,0.2333,0.2333,0.2667,0.2667
mentee_6e20a65c,3,1,5,1,0.28,0.16,0.4,0.16
mentee_f2d7fe5a,3,2,3,5,0.2385,0.1923,0.2385,0.3308
mentee_98105520,4,3,1,1,0.3667,0.3,0.1667,0.1667
mentee_be2ea351,1,3,2,3,0.1667,0.3,0.2333,0.3
mentee_7829f262,4,2,3,3,0.3,0.2,0.25,0.25
mentee_26bdf63c,4,1,5,3,0.2846,0.1462,0.3308,0.2385
mentee_5067ebd6,1,4,3,3,0.1545,0.3182,0.2636,0.2636
mentee_c48a8482,4,1,1,3,0.3667,0.1667,0.1667,0.3
mentee_e05bc519,3,2,1,2,0.325,0.25,0.175,0.25
mentee_5ee9c591,5,5,5,1,0.2875,0.2875,0.2875,0.1375
mentee_875fab05,3,1,1,3,0.325,0.175,0.175,0.325
mentee_2d5cbe52,3,3,1,2,0.3,0.3,0.1667,0.2333
mentee_62d615ca,5,2,5,1,0.3308,0.1923,0.3308,0.1462
mentee_a440007f,2,1,3,3,0.2333,0.1667,0.3,0.3
mentee_1e4bc0db,5,5,1,5,0.2875,0.2875,0.1375,0.2875
mentee_d3b988fe,5,5,3,5,0.2667,0.2667,0.2,0.2667
mentee_64b3d3bb,3,1,4,1,0.3,0.1667,0.3667,0.1667
mentee_7aca1625,3,4,1,3,0.2636,0.3182,0.1545,0.2636
mentee_fca578b8,3,1,2,1,0.3571,0.1857,0.2714,0.1857
mentee_49bed0db,1,5,1,1,0.175,0.475,0.175,0.175
mentee_58e440d3,4,1,4,3,0.3,0.15,0.3,0.25
mentee_b4844087,4,5,1,3,0.2846,0.3308,0.1462,0.2385
mentee_2fbb059a,2,5,5,2,0.1857,0.3143,0.3143,0.1857
mentee_923f17ae,1,3,2,2,0.175,0.325,0.25,0.25
mentee_cfff089c,5,1,1,4,0.3727,0.1545,0.1545,0.3182
mentee_1acfae81,2,2,2,5,0.2091,0.2091,0.2091,0.3727
mentee_85639105,2,4,1,5,0.2,0.3,0.15,0.35
mentee_2c76536e,3,5,2,4,0.2286,0.3143,0.1857,0.2714
mentee_209705de,5,2,1,4,0.35,0.2,0.15,0.3
mentee_50dcdf64,2,5,4,2,0.1923,0.3308,0.2846,0.1923
mentee_d79506b1,5,3,3,2,0.3308,0.2385,0.2385,0.1923
mentee_59aacca0,4,5,4,5,0.2333,0.2667,0.2333,0.2667
mentee_2861c8a1,3,3,2,5,0.2385,0.2385,0.1923,0.3308
mentee_7d15e114,1,4,3,5,0.1462,0.2846,0.2385,0.3308
mentee_efbd59ab,4,1,1,4,0.34,0.16,0.16,0.34
mentee_4c7ac141,5,2,3,2,0.35,0.2,0.25,0.2
mentee_e3307634,5,2,5,1,0.3308,0.1923,0.3308,0.1462
mentee_02fa066d,2,2,1,2,0.2714,0.2714,0.1857,0.2714
mentee_7d1dccdb,2,1,1,4,0.25,0.175,0.175,0.4
mentee_23ea4e28,2,2,3,1,0.25,0.25,0.325,0.175
mentee_94b5d255,5,1,2,1,0.4333,0.1667,0.2333,0.1667
mentee_73ef2ed4,1,4,1,3,0.1667,0.3667,0.1667,0.3
mentee_0a407b81,2,4,2,2,0.22,0.34,0.22,0.22
mentee_256cb440,1,3,3,4,0.1545,0.2636,0.2636,0.3182
mentee_d0a92fdd,4,5,3,4,0.25,0.2875,0.2125,0.25
mentee_d0638b97,2,2,2,4,0.22,0.22,0.22,0.34
mentee_97eb1412,3,2,2,4,0.2636,0.2091,0.2091,0.3182
mentee_0d1e59be,4,3,4,1,0.3,0.25,0.3,0.15
mentee_7aa9e1f7,3,1,4,4,0.25,0.15,0.3,0.3
mentee_0d456405,2,1,1,4,0.25,0.175,0.175,0.4
mentee_ac879f63,5,3,2,4,0.3143,0.2286,0.1857,0.2714
mentee_0501d534,1,3,2,3,0.1667,0.3,0.2333,0.3
mentee_52b51793,3,2,4,1,0.28,0.22,0.34,0.16
mentee_1e9aed0a,4,5,1,5,0.26,0.3,0.14,0.3
mentee_a4153308,4,3,3,2,0.3,0.25,0.25,0.2
mentee_fa7a9e37,4,2,3,4,0.2846,0.1923,0.2385,0.2846
mentee_6892ded1,4,3,2,4,0.2846,0.2385,0.1923,0.2846
mentee_a31789e9,2,4,2,1,0.2333,0.3667,0.2333,0.1667
mentee_ef760d0f,2,4,4,2,0.2,0.3,0.3,0.2
mentee_60011ed6,5,5,2,1,0.3308,0.3308,0.1923,0.1462
mentee_659ed06c,3,3,5,3,0.2286,0.2286,0.3143,0.2286
mentee_8bb4637c,1,3,5,3,0.15,0.25,0.35,0.25
mentee_9d706da9,4,1,1,5,0.3182,0.1545,0.1545,0.3727
mentee_6eef49e0,1,2,3,3,0.1667,0.2333,0.3,0.3
mentee_b6fe8e13,2,5,5,5,0.1706,0.2765,0.2765,0.2765
mentee_892e15f6,5,2,4,5,0.2875,0.175,0.25,0.2875
mentee_6fb6f3f8,1,2,1,3,0.1857,0.2714,0.1857,0.3571
mentee_b6b3f305,5,4,5,3,0.2765,0.2412,0.2765,0.2059
mentee_c55992b3,1,4,2,2,0.1667,0.3667,0.2333,0.2333
mentee_8c4f1d76,1,3,4,3,0.1545,0.2636,0.3182,0.2636
mentee_ac66b451,3,5,2,4,0.2286,0.3143,0.1857,0.2714
mentee_f1594e57,5,5,5,3,0.2667,0.2667,0.2667,0.2
mentee_507918a1,1,4,4,5,0.1429,0.2714,0.2714,0.3143
mentee_11a495b7,2,2,3,1,0.25,0.25,0.325,0.175
mentee_fb4e2bcc,3,3,4,2,0.25,0.25,0.3,0.2
mentee_07f4741c,5,3,4,2,0.3143,0.2286,0.2714,0.1857
mentee_743be779,4,5,1,1,0.3182,0.3727,0.1545,0.1545
mentee_b7fdf105,1,5,2,2,0.16,0.4,0.22,0.22
mentee_749d8c69,4,1,2,4,0.3182,0.1545,0.2091,0.3182
mentee_74ac439b,4,5,1,1,0.3182,0.3727,0.1545,0.1545
mentee_bf9d84ba,5,4,2,2,0.3308,0.2846,0.1923,0.1923
mentee_21a78d8a,2,2,3,1,0.25,0.25,0.325,0.175
mentee_17f28d3c,1,3,1,5,0.16,0.28,0.16,0.4
mentee_50725479,4,1,3,5,0.2846,0.1462,0.2385,0.3308
mentee_06f4e489,4,2,1,3,0.34,0.22,0.16,0.28
mentee_9153eaa9,2,5,1,1,0.2333,0.4333,0.1667,0.1667
mentee_d17b6eda,3,5,5,2,0.22,0.3,0.3,0.18
mentee_96052940,1,4,3,5,0.1462,0.2846,0.2385,0.3308
mentee_cbfc8505,2,1,4,2,0.2333,0.1667,0.3667,0.2333
mentee_c175017e,4,3,1,1,0.3667,0.3,0.1667,0.1667
mentee_4b8d8786,5,5,2,5,0.2765,0.2765,0.1706,0.2765
mentee_08c8a9b8,3,1,4,3,0.2636,0.1545,0.3182,0.2636
mentee_7d750440,3,4,5,2,0.2286,0.2714,0.3143,0.1857
mentee_eb494b8a,1,1,5,1,0.175,0.175,0.475,0.175
mentee_4585b297,3,2,2,2,0.3,0.2333,0.2333,0.2333
mentee_8ac7e756,2,1,2,2,0.2714,0.1857,0.2714,0.2714
mentee_c87625dd,2,2,2,3,0.2333,0.2333,0.2333,0.3
mentee_d7cb3450,4,1,4,2,0.3182,0.1545,0.3182,0.2091
mentee_1cf32845,5,2,1,1,0.4333,0.2333,0.1667,0.1667
mentee_229770df,2,3,3,4,0.2,0.25,0.25,0.3
mentee_21ca7bc8,2,1,2,4,0.2333,0.1667,0.2333,0.3667
mentee_4fdf1a5a,4,1,2,3,0.34,0.16,0.22,0.28
mentee_d0385955,1,5,2,4,0.15,0.35,0.2,0.3
mentee_eb2fd93c,1,1,2,2,0.2,0.2,0.3,0.3
mentee_a1e043ac,1,2,4,1,0.175,0.25,0.4,0.175
mentee_eb532324,4,2,2,3,0.3182,0.2091,0.2091,0.2636
mentee_3e6d418e,5,5,5,5,0.25,0.25,0.25,0.25
mentee_cbc47e0c,5,3,4,2,0.3143,0.2286,0.2714,0.1857
mentee_0aba5235,5,5,5,2,0.2765,0.2765,0.2765,0.1706
mentee_ae8d38da,4,4,2,5,0.26,0.26,0.18,0.3
mentee_4dc9eaf3,4,3,3,3,0.2846,0.2385,0.2385,0.2385
mentee_e8ea003d,5,2,1,2,0.4,0.22,0.16,0.22
mentee_cb92325d,4,3,4,5,0.25,0.2125,0.25,0.2875
mentee_e68a3fa6,4,1,5,1,0.3182,0.1545,0.3727,0.1545
mentee_09dd010e,2,1,2,5,0.22,0.16,0.22,0.4
mentee_844d1865,1,5,4,4,0.1429,0.3143,0.2714,0.2714
mentee_8e13f731,5,2,1,5,0.3308,0.1923,0.1462,0.3308
mentee_dbf04260,2,5,2,2,0.2091,0.3727,0.2091,0.2091
mentee_f2739106,2,1,5,5,0.1923,0.1462,0.3308,0.3308
mentee_d548f304,5,1,2,5,0.3308,0.1462,0.1923,0.3308
mentee_e297b797,5,1,3,5,0.3143,0.1429,0.2286,0.3143
mentee_57c9d578,5,1,3,3,0.35,0.15,0.25,0.25
mentee_b74126f6,3,5,2,2,0.25,0.35,0.2,0.2
mentee_feefee7c,1,4,4,2,0.1545,0.3182,0.3182,0.2091
mentee_de068c1a,2,2,1,5,0.22,0.22,0.16,0.4
mentee_d469f826,2,5,4,1,0.2,0.35,0.3,0.15
mentee_ce05355a,4,5,1,3,0.2846,0.3308,0.1462,0.2385
mentee_f5c9202c,4,2,3,3,0.3,0.2,0.25,0.25
mentee_b06fe9f4,1,1,1,1,0.25,0.25,0.25,0.25
mentee_4f62622a,1,1,1,3,0.2,0.2,0.2,0.4
mentee_debab37a,2,5,1,1,0.2333,0.4333,0.1667,0.1667
mentee_afb39770,2,4,1,4,0.2091,0.3182,0.1545,0.3182
mentee_cd3318a5,5,3,1,5,0.3143,0.2286,0.1429,0.3143
mentee_94ba92a1,1,2,3,3,0.1667,0.2333,0.3,0.3
mentee_ed901e27,4,1,5,3,0.2846,0.1462,0.3308,0.2385
mentee_8eb8546b,3,3,2,1,0.3,0.3,0.2333,0.1667
mentee_36c1f912,5,2,5,5,0.2765,0.1706,0.2765,0.2765
mentee_ca4d5c05,5,4,3,4,0.2875,0.25,0.2125,0.25
mentee_1e20370f,5,1,2,2,0.4,0.16,0.22,0.22
mentee_e0d54b32,3,5,5,1,0.2286,0.3143,0.3143,0.1429
mentee_8f529aad,3,4,4,1,0.25,0.3,0.3,0.15
mentee_ae9952fe,5,4,4,1,0.3143,0.2714,0.2714,0.1429
mentee_cd152951,1,5,1,1,0.175,0.475,0.175,0.175
mentee_c9d32fe7,3,2,4,3,0.25,0.2,0.3,0.25
mentee_bebfb59a,3,1,3,5,0.25,0.15,0.25,0.35
mentee_7cde358a,3,5,2,4,0.2286,0.3143,0.1857,0.2714
mentee_dd848d91,4,5,1,2,0.3,0.35,0.15,0.2
mentee_f875ec0e,4,2,3,5,0.2714,0.1857,0.2286,0.3143
mentee_f659eba1,2,3,3,1,0.2333,0.3,0.3,0.1667
mentee_f4321a19,3,3,2,5,0.2385,0.2385,0.1923,0.3308
mentee_b3c754a6,4,1,5,1,0.3182,0.1545,0.3727,0.1545
mentee_18904666,4,1,4,2,0.3182,0.1545,0.3182,0.2091
mentee_14612f9d,2,4,5,5,0.175,0.25,0.2875,0.2875
mentee_577dad84,5,4,5,3,0.2765,0.2412,0.2765,0.2059
mentee_c4c79427,1,5,5,2,0.1462,0.3308,0.3308,0.1923
mentee_1615570f,2,1,1,3,0.2714,0.1857,0.1857,0.3571
mentee_9fd4894a,1,1,4,3,0.1667,0.1667,0.3667,0.3
mentee_340190eb,5,1,5,5,0.2875,0.1375,0.2875,0.2875
mentee_2fd6cf80,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_867612ba,5,4,4,2,0.3,0.26,0.26,0.18
mentee_ca4ec47c,5,2,4,2,0.3308,0.1923,0.2846,0.1923
mentee_41da643e,5,1,4,3,0.3308,0.1462,0.2846,0.2385
mentee_bf07768f,2,2,1,2,0.2714,0.2714,0.1857,0.2714
mentee_61ca1282,4,5,3,2,0.2714,0.3143,0.2286,0.1857
mentee_57c68945,5,5,3,4,0.2765,0.2765,0.2059,0.2412
mentee_17cde9eb,3,2,1,2,0.325,0.25,0.175,0.25
mentee_d5b26181,4,2,3,5,0.2714,0.1857,0.2286,0.3143
mentee_34e7ceb3,4,2,1,3,0.34,0.22,0.16,0.28
mentee_060171d3,3,1,4,1,0.3,0.1667,0.3667,0.1667
mentee_3172b801,4,3,4,2,0.2846,0.2385,0.2846,0.1923
mentee_784550c8,3,3,3,1,0.28,0.28,0.28,0.16
mentee_7754c988,2,4,2,3,0.2091,0.3182,0.2091,0.2636
mentee_8ea08eae,3,5,2,3,0.2385,0.3308,0.1923,0.2385
mentee_3ce8f76c,2,1,1,4,0.25,0.175,0.175,0.4
mentee_a9cdf110,4,3,4,3,0.2714,0.2286,0.2714,0.2286
mentee_b7af49b6,3,5,5,5,0.2,0.2667,0.2667,0.2667
mentee_fadfef0a,5,1,2,1,0.4333,0.1667,0.2333,0.1667
mentee_b6ca9190,3,2,5,5,0.22,0.18,0.3,0.3
mentee_e5142988,5,2,3,3,0.3308,0.1923,0.2385,0.2385
mentee_a9461a16,2,4,5,1,0.2,0.3,0.35,0.15
mentee_94f1e658,3,1,3,1,0.325,0.175,0.325,0.175
mentee_7289bbba,3,2,2,2,0.3,0.2333,0.2333,0.2333
mentee_4e52625e,2,3,2,5,0.2,0.25,0.2,0.35
mentee_2a032a5a,3,5,3,1,0.25,0.35,0.25,0.15
mentee_48c20195,4,2,2,1,0.3667,0.2333,0.2333,0.1667
mentee_4728b013,1,1,5,4,0.1545,0.1545,0.3727,0.3182
mentee_092eaafc,5,4,1,5,0.3,0.26,0.14,0.3
mentee_3ca4935f,1,5,2,2,0.16,0.4,0.22,0.22
mentee_d9736686,5,1,2,4,0.35,0.15,0.2,0.3
mentee_f9354aa4,2,2,4,3,0.2091,0.2091,0.3182,0.2636
mentee_90db5bad,2,1,4,1,0.25,0.175,0.4,0.175
mentee_940eec87,1,1,5,5,0.15,0.15,0.35,0.35
mentee_a43fd280,4,3,4,1,0.3,0.25,0.3,0.15
mentee_60176b6b,4,5,4,5,0.2333,0.2667,0.2333,0.2667
mentee_57468ead,5,1,1,2,0.4333,0.1667,0.1667,0.2333
mentee_fa70dd4c,2,1,1,5,0.2333,0.1667,0.1667,0.4333
mentee_4fa9f696,1,3,4,1,0.1667,0.3,0.3667,0.1667
mentee_8bcf918e,5,2,5,5,0.2765,0.1706,0.2765,0.2765
mentee_f2a20b24,1,2,4,3,0.16,0.22,0.34,0.28
mentee_9b5cd29a,4,4,3,3,0.2714,0.2714,0.2286,0.2286
mentee_f75b7dcb,5,1,4,1,0.3727,0.1545,0.3182,0.1545
mentee_7dc276e1,5,2,4,3,0.3143,0.1857,0.2714,0.2286
mentee_b449ae2a,5,3,2,1,0.3727,0.2636,0.2091,0.1545
mentee_c579446b,1,3,5,1,0.16,0.28,0.4,0.16
mentee_9e1b6bad,1,5,5,3,0.1429,0.3143,0.3143,0.2286
mentee_e4635349,1,5,3,2,0.1545,0.3727,0.2636,0.2091
mentee_e5e95315,2,4,5,4,0.18,0.26,0.3,0.26
mentee_c0655ebd,3,1,5,2,0.2636,0.1545,0.3727,0.2091
mentee_c924e933,4,2,2,2,0.34,0.22,0.22,0.22
mentee_0e8dd68c,2,5,5,5,0.1706,0.2765,0.2765,0.2765
